shipping_id,warehouse_id,shipping_partner,shipping_cost,delivery_days,delivery_status
1463,3,Blue Dart,61,5,Delivered
1464,5,Delhivery,261,7,Delivered
1465,3,Ekart,96,1,Delivered
1466,4,Blue Dart,188,5,Delivered
1467,3,DTDC,187,1,Delivered
1468,1,DTDC,60,2,Delivered
1469,1,Delhivery,290,3,Delivered
1470,3,Delhivery,65,3,Delivered
1471,3,Blue Dart,84,6,Delivered
1472,2,DTDC,81,3,Delivered
1473,4,Ekart,167,7,Delivered
1474,4,DTDC,90,3,Delivered
1475,5,Ekart,128,5,Delivered
1476,5,Blue Dart,142,3,Delivered
1477,5,Blue Dart,194,3,Delivered
1478,5,DTDC,133,4,Delivered
1479,1,Blue Dart,266,6,Delivered
1480,3,DTDC,221,4,Delivered
1481,4,DTDC,54,5,Delivered
1482,1,Blue Dart,194,7,Delivered
1483,5,Ekart,105,5,Delivered
1484,3,Delhivery,241,2,Delivered
1485,4,DTDC,67,1,Delivered
1486,1,Ekart,89,7,Delivered
1487,4,Ekart,71,1,Delivered
1488,5,Delhivery,144,5,Delivered
1489,4,Blue Dart,154,6,Delivered
1490,3,Ekart,43,7,Delivered
1491,2,Delhivery,74,1,Delivered
1492,1,Delhivery,166,2,Delivered
1493,1,DTDC,240,1,Delivered
1494,3,DTDC,287,2,Delivered
1495,5,Ekart,264,7,Delivered
1496,1,DTDC,114,6,Delivered
1497,2,Blue Dart,127,5,Delivered
1498,2,DTDC,285,3,Delivered
1499,5,DTDC,228,6,Delivered
1500,4,Delhivery,277,4,Delivered
1501,2,Delhivery,185,4,Delivered
1502,4,Delhivery,195,1,Delivered
1503,4,Delhivery,221,2,Delivered
1504,3,Delhivery,121,3,Delivered
1505,2,Ekart,239,5,Delivered
1506,2,Ekart,213,4,Delivered
1507,3,Ekart,241,1,Delivered
1508,4,DTDC,132,5,Delivered
1509,5,Ekart,106,6,Delivered
1510,5,Ekart,246,1,Delivered
1511,2,Blue Dart,89,6,Delivered
1512,4,Ekart,158,7,Delivered
1513,1,Blue Dart,236,7,Delivered
1514,1,Delhivery,168,1,Delivered
1515,4,Ekart,55,2,Delivered
1516,4,DTDC,108,6,Delivered
1517,2,Blue Dart,169,4,Delivered
1518,2,Blue Dart,122,4,Delivered
1519,2,Delhivery,52,6,Delivered
1520,2,Delhivery,111,1,Delivered
1521,5,Delhivery,214,2,Delivered
1522,4,Blue Dart,146,5,Delivered
1523,5,Ekart,222,5,Delivered
1524,2,Delhivery,264,4,Delivered
1525,1,Delhivery,105,7,Delivered
1526,1,Delhivery,295,2,Delivered
1527,5,Ekart,51,2,Delivered
1528,3,DTDC,223,1,Delivered
1529,3,Delhivery,163,7,Delivered
1530,5,Ekart,244,5,Delivered
1531,1,DTDC,174,6,Delivered
1532,3,DTDC,173,2,Delivered
1533,2,Blue Dart,208,7,Delivered
1534,2,DTDC,77,7,Delivered
1535,5,Delhivery,217,1,Delivered
1536,5,Delhivery,285,2,Delivered
1537,1,Delhivery,294,5,Delivered
1538,4,DTDC,195,7,Delivered
1539,1,Delhivery,53,7,Delivered
1540,5,DTDC,49,5,Delivered
1541,4,DTDC,104,4,Delivered
1542,5,Blue Dart,99,4,Delivered
1543,3,Ekart,139,3,Delivered
1544,2,Blue Dart,87,5,Delivered
1545,4,Delhivery,47,7,Delivered
1546,1,Delhivery,69,2,Delivered
1547,3,Delhivery,200,3,Delivered
1548,3,Blue Dart,243,4,Delivered
1549,1,Delhivery,168,5,Delivered
1550,3,Blue Dart,267,6,Delivered
1551,5,Ekart,165,5,Delivered
1552,3,Delhivery,67,3,Delivered
1553,5,DTDC,183,1,Delivered
1554,5,Blue Dart,196,6,Delivered
1555,1,Ekart,112,1,Delivered
1556,4,Delhivery,50,4,Delivered
1557,3,Ekart,236,3,Delivered
1558,1,Ekart,236,4,Delivered
1559,4,DTDC,62,2,Delivered
1560,2,DTDC,66,6,Delivered
1561,5,Ekart,53,5,Delivered
1562,3,Blue Dart,54,3,Delivered
1563,4,DTDC,69,7,Delivered
1564,4,Ekart,277,4,Delivered
1565,5,Ekart,123,4,Delivered
1566,2,Delhivery,183,7,Delivered
1567,1,Blue Dart,191,3,Delivered
1568,1,Ekart,225,3,Delivered
1569,5,Delhivery,103,3,Delivered
1570,3,Blue Dart,267,4,Delivered
1571,1,DTDC,58,3,Delivered
1572,2,DTDC,69,5,Delivered
1573,3,Ekart,72,4,Delivered
1574,3,Ekart,293,2,Delivered
1575,2,Delhivery,159,1,Delivered
1576,2,DTDC,202,1,Delivered
1577,1,Ekart,171,1,Delivered
1578,5,Delhivery,160,3,Delivered
1579,5,DTDC,97,5,Delivered
1580,2,Ekart,230,7,Delivered
1581,1,DTDC,184,2,Delivered
1582,5,Ekart,211,4,Delivered
1583,4,Ekart,55,2,Delivered
1584,3,Blue Dart,53,1,Delivered
1585,3,Ekart,150,4,Delivered
1586,1,Blue Dart,235,7,Delivered
1587,1,Blue Dart,297,5,Delivered
1588,4,Delhivery,66,5,Delivered
1589,5,DTDC,202,3,Delivered
1590,3,Blue Dart,208,2,Delivered
1591,2,DTDC,201,6,Delivered
1592,2,DTDC,249,3,Delivered
1593,5,Delhivery,225,6,Delivered
1594,2,DTDC,254,2,Delivered
1595,5,Blue Dart,248,6,Delivered
1596,5,Ekart,186,3,Delivered
1597,1,DTDC,255,5,Delivered
1598,4,Blue Dart,132,4,Delivered
1599,1,DTDC,174,7,Delivered
1600,1,Blue Dart,57,7,Delivered
1601,2,Delhivery,107,5,Delivered
1602,4,DTDC,221,2,Delivered
1603,2,Ekart,100,3,Delivered
1604,5,Delhivery,63,1,Delivered
1605,4,DTDC,270,6,Delivered
1606,3,DTDC,108,6,Delivered
1607,5,Delhivery,117,1,Delivered
1608,3,DTDC,234,3,Delivered
1609,5,Ekart,89,2,Delivered
1610,3,Delhivery,300,7,Delivered
1611,3,Ekart,236,3,Delivered
1612,2,Delhivery,147,4,Delivered
1613,5,Ekart,90,3,Delivered
1614,1,Ekart,180,4,Delivered
1615,2,Ekart,172,5,Delivered
1616,2,Ekart,112,1,Delivered
1617,5,Blue Dart,54,5,Delivered
1618,5,Blue Dart,43,4,Delivered
1619,3,Blue Dart,184,5,Delivered
1620,5,Blue Dart,272,3,Delivered
1621,1,DTDC,261,4,Delivered
1622,2,Ekart,99,3,Delivered
1623,2,Delhivery,207,2,Delivered
1624,3,DTDC,77,6,Delivered
1625,1,DTDC,91,6,Delivered
1626,3,Blue Dart,58,6,Delivered
1627,2,Blue Dart,232,7,Delivered
1628,2,Ekart,280,2,Delivered
1629,4,Ekart,107,2,Delivered
1630,5,Blue Dart,41,4,Delivered
1631,5,Blue Dart,131,1,Delivered
1632,5,DTDC,160,6,Delivered
1633,5,Blue Dart,193,7,Delivered
1634,4,DTDC,240,5,Delivered
1635,4,Ekart,89,2,Delivered
1636,4,DTDC,206,2,Delivered
1637,1,Blue Dart,277,3,Delivered
1638,3,DTDC,105,7,Delivered
1639,4,DTDC,160,1,Delivered
1640,5,Blue Dart,249,1,Delivered
1641,3,Ekart,250,4,Delivered
1642,4,DTDC,173,1,Delivered
1643,2,Ekart,63,3,Delivered
1644,2,Blue Dart,145,7,Delivered
1645,5,Ekart,106,5,Delivered
1646,1,DTDC,86,7,Delivered
1647,3,Delhivery,65,5,Delivered
1648,5,Blue Dart,120,7,Delivered
1649,2,Ekart,122,3,Delivered
1650,2,Blue Dart,46,1,Delivered
1651,5,Delhivery,296,4,Delivered
1652,1,Blue Dart,184,3,Delivered
1653,2,Delhivery,179,6,Delivered
1654,4,Blue Dart,178,7,Delivered
1655,1,DTDC,50,1,Delivered
1656,5,Blue Dart,88,6,Delivered
1657,2,Ekart,205,4,Delivered
1658,3,Ekart,274,2,Delivered
1659,5,DTDC,232,3,Delivered
1660,2,DTDC,182,4,Delivered
1661,5,Blue Dart,235,1,Delivered
1662,3,Delhivery,271,2,Delivered
1663,4,Blue Dart,268,3,Delivered
1664,1,Ekart,210,2,Delivered
1665,1,Blue Dart,146,7,Delivered
1666,5,Blue Dart,82,2,Delivered
1667,4,Blue Dart,70,7,Delivered
1668,4,Ekart,212,7,Delivered
1669,3,DTDC,42,3,Delivered
1670,5,DTDC,295,3,Delivered
1671,3,DTDC,287,5,Delivered
1672,1,DTDC,79,4,Delivered
1673,2,Delhivery,125,2,Delivered
1674,1,DTDC,293,2,Delivered
1675,4,Blue Dart,254,4,Delivered
1676,1,DTDC,190,6,Delivered
1677,5,Ekart,230,5,Delivered
1678,2,Ekart,144,7,Delivered
1679,5,Ekart,281,4,Delivered
1680,2,Blue Dart,282,1,Delivered
1681,2,Blue Dart,280,1,Delivered
1682,2,Blue Dart,88,5,Delivered
1683,1,Delhivery,279,5,Delivered
1684,3,Blue Dart,216,6,Delivered
1685,3,Ekart,258,5,Delivered
1686,3,DTDC,170,5,Delivered
1687,1,Blue Dart,92,6,Delivered
1688,2,Ekart,92,2,Delivered
1689,5,DTDC,209,5,Delivered
1690,5,Ekart,282,2,Delivered
1691,2,Blue Dart,86,7,Delivered
1692,2,Blue Dart,283,7,Delivered
1693,1,Delhivery,110,5,Delivered
1694,4,DTDC,207,3,Delivered
1695,2,DTDC,233,7,Delivered
1696,3,Ekart,202,5,Delivered
1697,2,Blue Dart,182,6,Delivered
1698,5,DTDC,290,6,Delivered
1699,1,DTDC,218,2,Delivered
1700,4,Ekart,257,2,Delivered
1701,2,DTDC,231,2,Delivered
1702,2,DTDC,224,5,Delivered
1703,5,Ekart,208,1,Delivered
1704,3,Delhivery,179,1,Delivered
1705,4,DTDC,62,6,Delivered
1706,3,Delhivery,55,7,Delivered
1707,5,DTDC,291,2,Delivered
1708,1,Delhivery,229,1,Delivered
1709,2,Blue Dart,82,4,Delivered
1710,1,DTDC,71,3,Delivered
1711,3,Blue Dart,48,3,Delivered
1712,2,Ekart,47,6,Delivered
1713,1,Delhivery,138,7,Delivered
1714,2,Ekart,82,2,Delivered
1715,3,Blue Dart,298,4,Delivered
1716,3,Ekart,219,1,Delivered
1717,5,Delhivery,277,1,Delivered
1718,2,Delhivery,135,3,Delivered
1719,2,Delhivery,151,6,Delivered
1720,1,Blue Dart,197,7,Delivered
1721,2,Ekart,67,4,Delivered
1722,2,Ekart,111,5,Delivered
1723,2,Blue Dart,179,2,Delivered
1724,3,DTDC,175,1,Delivered
1725,5,Ekart,218,7,Delivered
1726,4,Blue Dart,58,7,Delivered
1727,2,Blue Dart,262,3,Delivered
1728,2,Ekart,297,5,Delivered
1729,1,Blue Dart,172,2,Delivered
1730,1,Delhivery,135,4,Delivered
1731,5,Ekart,230,5,Delivered
1732,1,Ekart,93,6,Delivered
1733,2,DTDC,283,3,Delivered
1734,2,Ekart,196,2,Delivered
1735,2,Delhivery,264,7,Delivered
1736,5,DTDC,244,4,Delivered
1737,3,Ekart,212,4,Delivered
1738,3,Delhivery,159,7,Delivered
1739,1,DTDC,258,7,Delivered
1740,4,Delhivery,123,5,Delivered
1741,5,Blue Dart,111,2,Delivered
1742,1,Delhivery,198,7,Delivered
1743,3,DTDC,242,2,Delivered
1744,2,Blue Dart,128,3,Delivered
1745,2,Blue Dart,144,4,Delivered
1746,2,Ekart,42,4,Delivered
1747,1,DTDC,241,6,Delivered
1748,4,DTDC,164,7,Delivered
1749,4,Blue Dart,202,7,Delivered
1750,4,Ekart,184,7,Delivered
1751,5,DTDC,76,3,Delivered
1752,1,Blue Dart,131,7,Delivered
1753,3,Ekart,296,7,Delivered
1754,5,DTDC,79,6,Delivered
1755,4,Blue Dart,62,2,Delivered
1756,1,Ekart,236,6,Delivered
1757,2,Ekart,199,4,Delivered
1758,1,Ekart,255,2,Delivered
1759,5,Delhivery,278,7,Delivered
1760,1,DTDC,46,2,Delivered
1761,5,DTDC,272,1,Delivered
1762,4,Delhivery,195,4,Delivered
1763,5,DTDC,297,3,Delivered
1764,3,Ekart,97,7,Delivered
1765,5,DTDC,80,2,Delivered
1766,5,Ekart,141,5,Delivered
1767,4,DTDC,64,4,Delivered
1768,1,DTDC,275,3,Delivered
1769,3,Ekart,257,3,Delivered
1770,1,Ekart,131,3,Delivered
1771,1,DTDC,206,3,Delivered
1772,5,Delhivery,222,6,Delivered
1773,4,Blue Dart,129,1,Delivered
1774,2,Blue Dart,292,4,Delivered
1775,3,DTDC,164,7,Delivered
1776,5,DTDC,60,1,Delivered
1777,1,Blue Dart,91,4,Delivered
1778,3,Ekart,256,4,Delivered
1779,3,Delhivery,261,1,Delivered
1780,5,Ekart,195,5,Delivered
1781,2,Delhivery,231,5,Delivered
1782,4,Ekart,135,3,Delivered
1783,5,DTDC,132,6,Delivered
1784,1,DTDC,146,1,Delivered
1785,2,Ekart,176,4,Delivered
1786,1,Blue Dart,155,1,Delivered
1787,2,Delhivery,187,6,Delivered
1788,4,DTDC,208,5,Delivered
1789,5,Delhivery,215,3,Delivered
1790,4,Blue Dart,276,7,Delivered
1791,2,Blue Dart,239,3,Delivered
1792,5,Delhivery,289,5,Delivered
1793,2,Ekart,195,3,Delivered
1794,4,DTDC,55,2,Delivered
1795,2,Ekart,260,4,Delivered
1796,3,DTDC,160,4,Delivered
1797,2,DTDC,103,1,Delivered
1798,2,Delhivery,188,2,Delivered
1799,4,DTDC,220,7,Delivered
1800,5,Ekart,203,7,Delivered
1801,3,DTDC,155,7,Delivered
1802,4,Ekart,270,2,Delivered
1803,4,Ekart,41,5,Delivered
1804,4,Blue Dart,90,4,Delivered
1805,4,DTDC,136,6,Delivered
1806,2,Blue Dart,297,1,Delivered
1807,4,Delhivery,206,5,Delivered
1808,5,DTDC,86,3,Delivered
1809,4,Blue Dart,122,4,Delivered
1810,2,DTDC,142,3,Delivered
1811,1,Delhivery,145,5,Delivered
1812,2,DTDC,163,7,Delivered
1813,5,Delhivery,209,7,Delivered
1814,2,DTDC,75,1,Delivered
1815,4,DTDC,237,1,Delivered
1816,3,Delhivery,52,4,Delivered
1817,3,DTDC,60,3,Delivered
1818,4,DTDC,103,1,Delivered
1819,5,Delhivery,126,3,Delivered
1820,2,Blue Dart,287,2,Delivered
1821,3,Delhivery,274,6,Delivered
1822,3,Ekart,191,6,Delivered
1823,4,Ekart,180,5,Delivered
1824,2,Ekart,53,2,Delivered
1825,5,Ekart,189,3,Delivered
1826,5,Ekart,283,6,Delivered
1827,2,Blue Dart,115,5,Delivered
1828,3,Blue Dart,54,7,Delivered
1829,3,Blue Dart,46,3,Delivered
1830,5,DTDC,284,5,Delivered
1831,3,Blue Dart,296,3,Delivered
1832,4,DTDC,126,7,Delivered
1833,2,DTDC,234,1,Delivered
1834,3,Blue Dart,198,2,Delivered
1835,3,Delhivery,140,3,Delivered
1836,5,Delhivery,156,6,Delivered
1837,1,DTDC,90,3,Delivered
1838,3,Delhivery,68,4,Delivered
1839,2,Blue Dart,171,7,Delivered
1840,2,Blue Dart,273,2,Delivered
1841,3,Ekart,86,6,Delivered
1842,2,Ekart,71,2,Delivered
1843,5,DTDC,277,1,Delivered
1844,3,Delhivery,140,4,Delivered
1845,1,DTDC,141,1,Delivered
1846,2,DTDC,193,5,Delivered
1847,4,Delhivery,266,7,Delivered
1848,5,DTDC,40,3,Delivered
1849,5,Ekart,292,6,Delivered
1850,5,DTDC,185,6,Delivered
1851,5,Blue Dart,214,3,Delivered
1852,5,Ekart,265,1,Delivered
1853,4,Delhivery,203,5,Delivered
1854,2,Blue Dart,73,7,Delivered
1855,1,DTDC,215,6,Delivered
1856,2,Blue Dart,95,7,Delivered
1857,3,Ekart,203,7,Delivered
1858,1,Ekart,147,5,Delivered
1859,3,Blue Dart,138,7,Delivered
1860,2,Blue Dart,206,5,Delivered
1861,4,Ekart,157,3,Delivered
1862,3,Blue Dart,196,3,Delivered
1863,3,DTDC,197,4,Delivered
1864,4,Delhivery,246,1,Delivered
1865,3,Blue Dart,273,7,Delivered
1866,2,Blue Dart,171,3,Delivered
1867,1,Ekart,258,7,Delivered
1868,5,Blue Dart,150,5,Delivered
1869,3,Delhivery,78,2,Delivered
1870,4,DTDC,63,7,Delivered
1871,4,Blue Dart,183,5,Delivered
1872,1,Delhivery,68,6,Delivered
1873,5,Ekart,264,3,Delivered
1874,2,Delhivery,206,7,Delivered
1875,2,Blue Dart,193,5,Delivered
1876,1,DTDC,165,3,Delivered
1877,3,Ekart,51,2,Delivered
1878,3,Ekart,268,6,Delivered
1879,2,Ekart,279,2,Delivered
1880,3,Blue Dart,172,3,Delivered
1881,2,Delhivery,250,4,Delivered
1882,1,Delhivery,231,1,Delivered
1883,1,Ekart,291,3,Delivered
1884,1,Delhivery,87,5,Delivered
1885,5,Blue Dart,84,5,Delivered
1886,5,Blue Dart,77,7,Delivered
1887,3,DTDC,271,6,Delivered
1888,1,Blue Dart,213,4,Delivered
1889,1,DTDC,190,1,Delivered
1890,1,Delhivery,155,3,Delivered
1891,3,Blue Dart,207,5,Delivered
1892,5,Ekart,118,2,Delivered
1893,2,Ekart,132,1,Delivered
1894,5,Delhivery,105,5,Delivered
1895,3,Ekart,157,6,Delivered
1896,3,Blue Dart,257,3,Delivered
1897,3,Delhivery,110,4,Delivered
1898,1,DTDC,146,4,Delivered
1899,4,DTDC,141,2,Delivered
1900,5,Delhivery,87,2,Delivered
1901,5,Delhivery,123,7,Delivered
1902,4,Ekart,202,4,Delivered
1903,1,Ekart,284,3,Delivered
1904,4,Delhivery,43,4,Delivered
1905,4,Delhivery,221,3,Delivered
1906,1,DTDC,193,2,Delivered
1907,4,DTDC,48,3,Delivered
1908,1,Blue Dart,167,2,Delivered
1909,2,Blue Dart,111,6,Delivered
1910,1,Blue Dart,190,3,Delivered
1911,2,DTDC,128,2,Delivered
1912,2,Blue Dart,226,1,Delivered
1913,1,DTDC,144,3,Delivered
1914,3,Ekart,54,7,Delivered
1915,1,DTDC,57,6,Delivered
1916,4,Delhivery,233,7,Delivered
1917,2,Blue Dart,91,1,Delivered
1918,1,DTDC,73,1,Delivered
1919,4,DTDC,265,2,Delivered
1920,1,Ekart,283,4,Delivered
1921,2,Ekart,227,5,Delivered
1922,4,DTDC,140,2,Delivered
1923,2,Blue Dart,155,6,Delivered
1924,4,Ekart,93,2,Delivered
1925,2,Ekart,208,6,Delivered
1926,5,Ekart,107,3,Delivered
1927,2,Delhivery,237,6,Delivered
1928,2,Delhivery,113,6,Delivered
1929,2,DTDC,205,1,Delivered
1930,4,Ekart,136,6,Delivered
1931,4,DTDC,149,4,Delivered
1932,5,DTDC,100,6,Delivered
1933,3,Ekart,135,3,Delivered
1934,5,DTDC,89,6,Delivered
1935,5,Ekart,72,7,Delivered
1936,1,Blue Dart,88,2,Delivered
1937,1,Delhivery,191,2,Delivered
1938,3,DTDC,263,5,Delivered
1939,5,Blue Dart,243,7,Delivered
1940,2,Blue Dart,153,7,Delivered
1941,3,Blue Dart,64,7,Delivered
1942,5,Blue Dart,125,3,Delivered
1943,2,Blue Dart,117,5,Delivered
1944,4,Blue Dart,182,1,Delivered
1945,3,DTDC,255,4,Delivered
1946,2,Ekart,40,1,Delivered
1947,3,Blue Dart,74,1,Delivered
1948,2,Blue Dart,286,7,Delivered
1949,4,Blue Dart,254,4,Delivered
1950,2,Ekart,76,2,Delivered
1951,2,DTDC,103,6,Delivered
1952,2,Blue Dart,267,2,Delivered
1953,3,Delhivery,100,5,Delivered
1954,1,DTDC,158,6,Delivered
1955,1,DTDC,118,1,Delivered
1956,3,Delhivery,235,7,Delivered
1957,1,DTDC,258,5,Delivered
1958,3,Blue Dart,92,1,Delivered
1959,5,Ekart,163,7,Delivered
1960,4,DTDC,69,6,Delivered
1961,3,Ekart,300,3,Delivered
1962,3,Delhivery,46,1,Delivered
1963,2,DTDC,153,5,Delivered
1964,1,DTDC,232,5,Delivered
1965,1,Delhivery,90,5,Delivered
1966,2,Ekart,255,7,Delivered
1967,3,DTDC,275,5,Delivered
1968,1,DTDC,261,6,Delivered
1969,2,Blue Dart,52,6,Delivered
1970,1,Ekart,251,7,Delivered
1971,3,Ekart,216,3,Delivered
1972,3,DTDC,64,3,Delivered
1973,2,Blue Dart,204,6,Delivered
1974,2,DTDC,85,3,Delivered
1975,5,Blue Dart,202,7,Delivered
1976,1,DTDC,200,5,Delivered
1977,4,Blue Dart,175,7,Delivered
1978,3,Ekart,264,3,Delivered
1979,2,Ekart,48,1,Delivered
1980,3,Ekart,131,4,Delivered
1981,2,Delhivery,86,6,Delivered
1982,3,Blue Dart,214,5,Delivered
1983,2,DTDC,93,7,Delivered
1984,5,Delhivery,205,2,Delivered
1985,2,Blue Dart,180,1,Delivered
1986,2,Blue Dart,155,4,Delivered
1987,2,Delhivery,191,2,Delivered
1988,5,DTDC,264,4,Delivered
1989,5,Blue Dart,251,2,Delivered
1990,5,DTDC,238,6,Delivered
1991,3,DTDC,229,3,Delivered
1992,3,Ekart,79,6,Delivered
1993,2,Blue Dart,89,7,Delivered
1994,5,Ekart,93,7,Delivered
1995,2,Ekart,154,4,Delivered
1996,1,DTDC,264,4,Delivered
1997,1,Blue Dart,51,5,Delivered
1998,1,Ekart,284,7,Delivered
1999,1,Ekart,73,6,Delivered
2000,3,Delhivery,291,4,Delivered
2001,4,Blue Dart,271,3,Delivered
2002,3,Blue Dart,300,4,Delivered
2003,5,Ekart,43,5,Delivered
2004,5,Delhivery,76,5,Delivered
2005,4,Blue Dart,139,2,Delivered
2006,2,Delhivery,293,6,Delivered
2007,1,Delhivery,246,5,Delivered
2008,4,DTDC,282,2,Delivered
2009,2,Delhivery,199,3,Delivered
2010,3,DTDC,86,2,Delivered
2011,2,Blue Dart,219,6,Delivered
2012,3,DTDC,88,5,Delivered
2013,5,Delhivery,70,6,Delivered
2014,2,Delhivery,46,1,Delivered
2015,3,Delhivery,231,7,Delivered
2016,2,DTDC,133,5,Delivered
2017,1,Blue Dart,231,5,Delivered
2018,2,Blue Dart,267,1,Delivered
2019,5,Delhivery,199,3,Delivered
2020,2,Blue Dart,91,4,Delivered
2021,2,Ekart,272,6,Delivered
2022,4,Delhivery,73,3,Delivered
2023,2,Blue Dart,291,2,Delivered
2024,1,Ekart,70,4,Delivered
2025,1,Delhivery,204,5,Delivered
2026,5,DTDC,142,3,Delivered
2027,4,Blue Dart,189,6,Delivered
2028,4,DTDC,82,4,Delivered
2029,1,Ekart,287,5,Delivered
2030,4,Ekart,68,5,Delivered
2031,2,Delhivery,197,5,Delivered
2032,5,Blue Dart,200,6,Delivered
2033,1,Delhivery,195,4,Delivered
2034,5,Delhivery,262,6,Delivered
2035,2,Ekart,62,2,Delivered
2036,2,Blue Dart,203,1,Delivered
2037,4,Blue Dart,47,1,Delivered
2038,2,Delhivery,188,1,Delivered
2039,3,Blue Dart,239,7,Delivered
2040,4,Delhivery,119,2,Delivered
2041,5,Ekart,256,6,Delivered
2042,2,Ekart,249,6,Delivered
2043,4,DTDC,182,7,Delivered
2044,4,Ekart,45,6,Delivered
2045,1,DTDC,105,6,Delivered
2046,1,Delhivery,99,2,Delivered
2047,1,Blue Dart,207,2,Delivered
2048,4,Ekart,186,3,Delivered
2049,3,Delhivery,101,4,Delivered
2050,1,DTDC,142,2,Delivered
2051,4,DTDC,95,1,Delivered
2052,4,Blue Dart,82,7,Delivered
2053,2,DTDC,229,4,Delivered
2054,4,Delhivery,297,7,Delivered
2055,2,Ekart,62,5,Delivered
2056,3,Ekart,129,3,Delivered
2057,1,DTDC,234,2,Delivered
2058,5,Delhivery,155,2,Delivered
2059,3,DTDC,52,7,Delivered
2060,2,Ekart,122,2,Delivered
2061,1,Delhivery,73,4,Delivered
2062,1,Blue Dart,204,3,Delivered
2063,1,Blue Dart,43,4,Delivered
2064,1,DTDC,101,7,Delivered
2065,5,Delhivery,50,6,Delivered
2066,5,DTDC,184,6,Delivered
2067,4,Blue Dart,291,5,Delivered
2068,4,DTDC,118,4,Delivered
2069,2,Blue Dart,186,6,Delivered
2070,4,Ekart,122,3,Delivered
2071,4,Ekart,113,1,Delivered
2072,5,Blue Dart,245,2,Delivered
2073,2,DTDC,255,4,Delivered
2074,4,DTDC,277,3,Delivered
2075,4,Blue Dart,145,2,Delivered
2076,5,Blue Dart,226,4,Delivered
2077,3,Ekart,149,4,Delivered
2078,1,DTDC,193,7,Delivered
2079,4,Delhivery,142,2,Delivered
2080,2,DTDC,261,2,Delivered
2081,1,Blue Dart,237,5,Delivered
2082,3,Blue Dart,245,5,Delivered
2083,2,DTDC,202,4,Delivered
2084,4,Ekart,58,6,Delivered
2085,1,Delhivery,44,7,Delivered
2086,3,Delhivery,200,3,Delivered
2087,2,Ekart,73,3,Delivered
2088,5,DTDC,283,3,Delivered
2089,3,Ekart,91,7,Delivered
2090,2,Blue Dart,252,1,Delivered
2091,4,Blue Dart,280,6,Delivered
2092,1,Blue Dart,267,1,Delivered
2093,2,DTDC,282,4,Delivered
2094,1,Ekart,265,5,Delivered
2095,4,Delhivery,291,6,Delivered
2096,3,Delhivery,229,1,Delivered
2097,5,Ekart,241,2,Delivered
2098,3,Ekart,82,3,Delivered
2099,1,DTDC,126,3,Delivered
2100,2,Ekart,52,4,Delivered
2101,1,Blue Dart,196,3,Delivered
2102,3,Delhivery,179,6,Delivered
2103,1,Ekart,56,2,Delivered
2104,1,Delhivery,194,4,Delivered
2105,4,DTDC,58,6,Delivered
2106,4,Ekart,227,7,Delivered
2107,4,Ekart,107,3,Delivered
2108,5,Blue Dart,290,3,Delivered
2109,4,Delhivery,203,7,Delivered
2110,1,Blue Dart,94,2,Delivered
2111,3,Delhivery,118,5,Delivered
2112,1,Delhivery,44,6,Delivered
2113,5,Delhivery,119,5,Delivered
2114,3,Delhivery,102,1,Delivered
2115,2,Delhivery,135,1,Delivered
2116,1,DTDC,159,2,Delivered
2117,4,Ekart,138,4,Delivered
2118,4,Blue Dart,280,3,Delivered
2119,1,DTDC,134,5,Delivered
2120,2,Blue Dart,174,2,Delivered
2121,5,Blue Dart,103,6,Delivered
2122,2,Blue Dart,204,7,Delivered
2123,4,Ekart,251,5,Delivered
2124,2,DTDC,168,7,Delivered
2125,5,Delhivery,168,3,Delivered
2126,1,Delhivery,72,4,Delivered
2127,5,DTDC,80,6,Delivered
2128,1,Delhivery,203,5,Delivered
2129,5,Delhivery,174,6,Delivered
2130,4,Ekart,285,3,Delivered
2131,4,Ekart,137,2,Delivered
2132,1,Ekart,249,4,Delivered
2133,3,DTDC,277,7,Delivered
2134,4,Blue Dart,112,6,Delivered
2135,4,Delhivery,111,7,Delivered
2136,2,DTDC,227,1,Delivered
2137,2,Blue Dart,151,1,Delivered
2138,4,Blue Dart,178,3,Delivered
2139,4,DTDC,121,3,Delivered
2140,3,Blue Dart,137,4,Delivered
2141,4,DTDC,121,4,Delivered
2142,3,Delhivery,74,3,Delivered
2143,5,Ekart,112,2,Delivered
2144,2,DTDC,291,1,Delivered
2145,2,Ekart,199,6,Delivered
2146,5,Delhivery,106,5,Delivered
2147,3,Blue Dart,229,5,Delivered
2148,1,Delhivery,268,3,Delivered
2149,2,Ekart,159,7,Delivered
2150,4,Ekart,214,5,Delivered
2151,2,Blue Dart,204,7,Delivered
2152,2,Blue Dart,167,4,Delivered
2153,1,Ekart,88,4,Delivered
2154,5,Ekart,81,5,Delivered
2155,5,Ekart,74,4,Delivered
2156,3,Blue Dart,226,7,Delivered
2157,4,Blue Dart,154,6,Delivered
2158,3,DTDC,114,7,Delivered
2159,4,Ekart,142,7,Delivered
2160,5,Delhivery,191,6,Delivered
2161,5,Ekart,167,7,Delivered
2162,1,Ekart,173,2,Delivered
2163,1,Delhivery,255,1,Delivered
2164,2,DTDC,235,5,Delivered
2165,4,Ekart,95,3,Delivered
2166,2,DTDC,185,2,Delivered
2167,3,Delhivery,103,1,Delivered
2168,5,DTDC,228,2,Delivered
2169,5,Delhivery,262,6,Delivered
