payment_id,payment_method,payment_status
2460,Wallet,Paid
2461,UPI,Paid
2462,COD,Paid
2463,Wallet,Paid
2464,UPI,Paid
2465,COD,Paid
2466,UPI,Paid
2467,Debit Card,Paid
2468,UPI,Paid
2469,Wallet,Paid
2470,Credit Card,Paid
2471,Credit Card,Paid
2472,Debit Card,Paid
2473,UPI,Paid
2474,Debit Card,Paid
2475,UPI,Paid
2476,Credit Card,Paid
2477,COD,Paid
2478,Credit Card,Paid
2479,Wallet,Paid
2480,Debit Card,Paid
2481,Wallet,Paid
2482,UPI,Paid
2483,Wallet,Paid
2484,Credit Card,Paid
2485,UPI,Paid
2486,Debit Card,Paid
2487,COD,Paid
2488,Wallet,Paid
2489,Debit Card,Paid
2490,COD,Paid
2491,UPI,Paid
2492,UPI,Paid
2493,UPI,Paid
2494,Credit Card,Paid
2495,UPI,Paid
2496,Wallet,Paid
2497,Credit Card,Paid
2498,Wallet,Paid
2499,Debit Card,Paid
2500,Credit Card,Paid
2501,Wallet,Paid
2502,Debit Card,Paid
2503,UPI,Paid
2504,Credit Card,Paid
2505,Credit Card,Paid
2506,COD,Paid
2507,Credit Card,Paid
2508,UPI,Paid
2509,Debit Card,Paid
2510,Credit Card,Paid
2511,COD,Paid
2512,Wallet,Paid
2513,Wallet,Paid
2514,Wallet,Paid
2515,Credit Card,Paid
2516,Wallet,Paid
2517,Credit Card,Paid
2518,COD,Paid
2519,Wallet,Paid
2520,Wallet,Paid
2521,UPI,Paid
2522,Wallet,Paid
2523,Credit Card,Paid
2524,Wallet,Paid
2525,Wallet,Paid
2526,Debit Card,Paid
2527,UPI,Paid
2528,Wallet,Paid
2529,UPI,Paid
2530,Wallet,Paid
2531,UPI,Paid
2532,UPI,Paid
2533,Wallet,Paid
2534,Debit Card,Paid
2535,UPI,Paid
2536,Wallet,Paid
2537,Debit Card,Paid
2538,Debit Card,Paid
2539,UPI,Paid
2540,Wallet,Paid
2541,Debit Card,Paid
2542,Wallet,Paid
2543,Credit Card,Paid
2544,Wallet,Paid
2545,Debit Card,Paid
2546,Wallet,Paid
2547,Debit Card,Paid
2548,Credit Card,Paid
2549,Credit Card,Paid
2550,Wallet,Paid
2551,Credit Card,Paid
2552,Credit Card,Paid
2553,Debit Card,Paid
2554,Debit Card,Paid
2555,Debit Card,Paid
2556,Debit Card,Paid
2557,UPI,Paid
2558,Debit Card,Paid
2559,Debit Card,Paid
2560,Credit Card,Paid
2561,UPI,Paid
2562,Debit Card,Paid
2563,COD,Paid
2564,Wallet,Paid
2565,Wallet,Paid
2566,Credit Card,Paid
2567,Debit Card,Paid
2568,UPI,Paid
2569,COD,Paid
2570,Credit Card,Paid
2571,Debit Card,Paid
2572,Wallet,Paid
2573,COD,Paid
2574,COD,Paid
2575,Debit Card,Paid
2576,UPI,Paid
2577,Credit Card,Paid
2578,UPI,Paid
2579,Credit Card,Paid
2580,Debit Card,Paid
2581,Debit Card,Paid
2582,COD,Paid
2583,Debit Card,Paid
2584,UPI,Paid
2585,COD,Paid
2586,Wallet,Paid
2587,Wallet,Paid
2588,COD,Paid
2589,Credit Card,Paid
2590,COD,Paid
2591,COD,Paid
2592,Wallet,Paid
2593,Debit Card,Paid
2594,Debit Card,Paid
2595,Wallet,Paid
2596,Credit Card,Paid
2597,Debit Card,Paid
2598,Wallet,Paid
2599,Credit Card,Paid
2600,Credit Card,Paid
2601,Debit Card,Paid
2602,Credit Card,Paid
2603,Wallet,Paid
2604,Debit Card,Paid
2605,Credit Card,Paid
2606,Credit Card,Paid
2607,UPI,Paid
2608,UPI,Paid
2609,Credit Card,Paid
2610,Credit Card,Paid
2611,Wallet,Paid
2612,COD,Paid
2613,Wallet,Paid
2614,Credit Card,Paid
2615,COD,Paid
2616,UPI,Paid
2617,UPI,Paid
2618,UPI,Paid
2619,Credit Card,Paid
2620,UPI,Paid
2621,UPI,Paid
2622,UPI,Paid
2623,UPI,Paid
2624,UPI,Paid
2625,Wallet,Paid
2626,Credit Card,Paid
2627,Credit Card,Paid
2628,Debit Card,Paid
2629,Debit Card,Paid
2630,COD,Paid
2631,Wallet,Paid
2632,UPI,Paid
2633,Wallet,Paid
2634,Wallet,Paid
2635,Credit Card,Paid
2636,Debit Card,Paid
2637,COD,Paid
2638,Credit Card,Paid
2639,UPI,Paid
2640,Credit Card,Paid
2641,Wallet,Paid
2642,Credit Card,Paid
2643,Wallet,Paid
2644,COD,Paid
2645,Debit Card,Paid
2646,Debit Card,Paid
2647,Credit Card,Paid
2648,UPI,Paid
2649,Wallet,Paid
2650,COD,Paid
2651,Wallet,Paid
2652,Credit Card,Paid
2653,Credit Card,Paid
2654,Credit Card,Paid
2655,Wallet,Paid
2656,UPI,Paid
2657,COD,Paid
2658,UPI,Paid
2659,UPI,Paid
2660,Debit Card,Paid
2661,Debit Card,Paid
2662,Debit Card,Paid
2663,Credit Card,Paid
2664,COD,Paid
2665,Wallet,Paid
2666,UPI,Paid
2667,Wallet,Paid
2668,Credit Card,Paid
2669,Debit Card,Paid
2670,UPI,Paid
2671,Wallet,Paid
2672,Wallet,Paid
2673,UPI,Paid
2674,Wallet,Paid
2675,Wallet,Paid
2676,Credit Card,Paid
2677,Wallet,Paid
2678,Credit Card,Paid
2679,Debit Card,Paid
2680,Wallet,Paid
2681,Wallet,Paid
2682,Credit Card,Paid
2683,Credit Card,Paid
2684,Credit Card,Paid
2685,Credit Card,Paid
2686,Debit Card,Paid
2687,Debit Card,Paid
2688,Wallet,Paid
2689,Credit Card,Paid
2690,Wallet,Paid
2691,COD,Paid
2692,Debit Card,Paid
2693,Debit Card,Paid
2694,Wallet,Paid
2695,COD,Paid
2696,Debit Card,Paid
2697,UPI,Paid
2698,Debit Card,Paid
2699,Debit Card,Paid
2700,Debit Card,Paid
2701,Wallet,Paid
2702,Debit Card,Paid
2703,UPI,Paid
2704,Credit Card,Paid
2705,Wallet,Paid
2706,UPI,Paid
2707,Wallet,Paid
2708,Credit Card,Paid
2709,Debit Card,Paid
2710,Debit Card,Paid
2711,Debit Card,Paid
2712,Debit Card,Paid
2713,Debit Card,Paid
2714,Debit Card,Paid
2715,COD,Paid
2716,UPI,Paid
2717,Credit Card,Paid
2718,UPI,Paid
2719,Debit Card,Paid
2720,COD,Paid
2721,Debit Card,Paid
2722,COD,Paid
2723,COD,Paid
2724,Credit Card,Paid
2725,UPI,Paid
2726,UPI,Paid
2727,Wallet,Paid
2728,UPI,Paid
2729,COD,Paid
2730,Wallet,Paid
2731,COD,Paid
2732,Credit Card,Paid
2733,Debit Card,Paid
2734,Credit Card,Paid
2735,UPI,Paid
2736,Credit Card,Paid
2737,Credit Card,Paid
2738,COD,Paid
2739,Credit Card,Paid
2740,Credit Card,Paid
2741,UPI,Paid
2742,Credit Card,Paid
2743,Debit Card,Paid
2744,Debit Card,Paid
2745,COD,Paid
2746,Debit Card,Paid
2747,Debit Card,Paid
2748,COD,Paid
2749,Credit Card,Paid
2750,Credit Card,Paid
2751,Credit Card,Paid
2752,Wallet,Paid
2753,UPI,Paid
2754,UPI,Paid
2755,UPI,Paid
2756,Wallet,Paid
2757,Debit Card,Paid
2758,Wallet,Paid
2759,Debit Card,Paid
2760,Wallet,Paid
2761,Debit Card,Paid
2762,Credit Card,Paid
2763,UPI,Paid
2764,Wallet,Paid
2765,COD,Paid
2766,COD,Paid
2767,Credit Card,Paid
2768,COD,Paid
2769,Wallet,Paid
2770,UPI,Paid
2771,UPI,Paid
2772,Wallet,Paid
2773,Credit Card,Paid
2774,Debit Card,Paid
2775,Debit Card,Paid
2776,Debit Card,Paid
2777,Wallet,Paid
2778,Wallet,Paid
2779,COD,Paid
2780,Debit Card,Paid
2781,UPI,Paid
2782,Wallet,Paid
2783,COD,Paid
2784,Debit Card,Paid
2785,Credit Card,Paid
2786,Credit Card,Paid
2787,UPI,Paid
2788,COD,Paid
2789,UPI,Paid
2790,Wallet,Paid
2791,Debit Card,Paid
2792,Credit Card,Paid
2793,UPI,Paid
2794,COD,Paid
2795,Debit Card,Paid
2796,Debit Card,Paid
2797,Credit Card,Paid
2798,Debit Card,Paid
2799,Wallet,Paid
2800,UPI,Paid
2801,Debit Card,Paid
2802,UPI,Paid
2803,Debit Card,Paid
2804,UPI,Paid
2805,Wallet,Paid
2806,UPI,Paid
2807,UPI,Paid
2808,Credit Card,Paid
2809,UPI,Paid
2810,Wallet,Paid
2811,Wallet,Paid
2812,Wallet,Paid
2813,Credit Card,Paid
2814,COD,Paid
2815,Credit Card,Paid
2816,Credit Card,Paid
2817,COD,Paid
2818,Debit Card,Paid
2819,UPI,Paid
2820,Debit Card,Paid
2821,Wallet,Paid
2822,Debit Card,Paid
2823,UPI,Paid
2824,Wallet,Paid
2825,UPI,Paid
2826,COD,Paid
2827,COD,Paid
2828,UPI,Paid
2829,Credit Card,Paid
2830,Wallet,Paid
2831,UPI,Paid
2832,Credit Card,Paid
2833,COD,Paid
2834,UPI,Paid
2835,Wallet,Paid
2836,Wallet,Paid
2837,COD,Paid
2838,UPI,Paid
2839,Credit Card,Paid
2840,Wallet,Paid
2841,UPI,Paid
2842,Debit Card,Paid
2843,COD,Paid
2844,UPI,Paid
2845,UPI,Paid
2846,Wallet,Paid
2847,COD,Paid
2848,Wallet,Paid
2849,UPI,Paid
2850,UPI,Paid
2851,Wallet,Paid
2852,Debit Card,Paid
2853,UPI,Paid
2854,COD,Paid
2855,UPI,Paid
2856,COD,Paid
2857,Credit Card,Paid
2858,COD,Paid
2859,Wallet,Paid
2860,Wallet,Paid
2861,COD,Paid
2862,UPI,Paid
2863,UPI,Paid
2864,Wallet,Paid
2865,Credit Card,Paid
2866,Credit Card,Paid
2867,UPI,Paid
2868,Debit Card,Paid
2869,Wallet,Paid
2870,Credit Card,Paid
2871,COD,Paid
2872,COD,Paid
2873,Wallet,Paid
2874,COD,Paid
2875,COD,Paid
2876,Debit Card,Paid
2877,Debit Card,Paid
2878,Wallet,Paid
2879,Wallet,Paid
2880,Debit Card,Paid
2881,Credit Card,Paid
2882,COD,Paid
2883,Debit Card,Paid
2884,UPI,Paid
2885,Credit Card,Paid
2886,Debit Card,Paid
2887,UPI,Paid
2888,Debit Card,Paid
2889,COD,Paid
2890,COD,Paid
2891,UPI,Paid
2892,COD,Paid
2893,Debit Card,Paid
2894,Wallet,Paid
2895,Debit Card,Paid
2896,Credit Card,Paid
2897,COD,Paid
2898,COD,Paid
2899,Debit Card,Paid
2900,COD,Paid
2901,Wallet,Paid
2902,Credit Card,Paid
2903,Wallet,Paid
2904,Wallet,Paid
2905,COD,Paid
2906,UPI,Paid
2907,UPI,Paid
2908,Debit Card,Paid
2909,UPI,Paid
2910,Credit Card,Paid
2911,Wallet,Paid
2912,Credit Card,Paid
2913,UPI,Paid
2914,Debit Card,Paid
2915,COD,Paid
2916,COD,Paid
2917,UPI,Paid
2918,COD,Paid
2919,COD,Paid
2920,Credit Card,Paid
2921,Wallet,Paid
2922,COD,Paid
2923,UPI,Paid
2924,Debit Card,Paid
2925,Credit Card,Paid
2926,Credit Card,Paid
2927,UPI,Paid
2928,Wallet,Paid
2929,Debit Card,Paid
2930,COD,Paid
2931,COD,Paid
2932,Wallet,Paid
2933,Wallet,Paid
2934,Debit Card,Paid
2935,Wallet,Paid
2936,Wallet,Paid
2937,COD,Paid
2938,UPI,Paid
2939,Credit Card,Paid
2940,Credit Card,Paid
2941,Wallet,Paid
2942,Wallet,Paid
2943,Wallet,Paid
2944,UPI,Paid
2945,UPI,Paid
2946,COD,Paid
2947,Wallet,Paid
2948,Wallet,Paid
2949,UPI,Paid
2950,Debit Card,Paid
2951,Debit Card,Paid
2952,COD,Paid
2953,Credit Card,Paid
2954,Debit Card,Paid
2955,UPI,Paid
2956,COD,Paid
2957,COD,Paid
2958,Credit Card,Paid
2959,UPI,Paid
2960,Wallet,Paid
2961,Wallet,Paid
2962,Wallet,Paid
2963,COD,Paid
2964,Wallet,Paid
2965,COD,Paid
2966,Wallet,Paid
2967,UPI,Paid
2968,Wallet,Paid
2969,COD,Paid
2970,Debit Card,Paid
2971,UPI,Paid
2972,UPI,Paid
2973,UPI,Paid
2974,Credit Card,Paid
2975,Wallet,Paid
2976,Credit Card,Paid
2977,Wallet,Paid
2978,Debit Card,Paid
2979,Wallet,Paid
2980,UPI,Paid
2981,Wallet,Paid
2982,UPI,Paid
2983,COD,Paid
2984,UPI,Paid
2985,Debit Card,Paid
2986,Wallet,Paid
2987,UPI,Paid
2988,COD,Paid
2989,COD,Paid
2990,UPI,Paid
2991,Debit Card,Paid
2992,UPI,Paid
2993,UPI,Paid
2994,Wallet,Paid
2995,UPI,Paid
2996,COD,Paid
2997,Debit Card,Paid
2998,Credit Card,Paid
2999,Wallet,Paid
3000,Debit Card,Paid
3001,UPI,Paid
3002,Debit Card,Paid
3003,UPI,Paid
3004,Debit Card,Paid
3005,UPI,Paid
3006,Debit Card,Paid
3007,Credit Card,Paid
3008,Wallet,Paid
3009,Wallet,Paid
3010,Wallet,Paid
3011,Credit Card,Paid
3012,UPI,Paid
3013,COD,Paid
3014,Wallet,Paid
3015,COD,Paid
3016,UPI,Paid
3017,UPI,Paid
3018,Wallet,Paid
3019,COD,Paid
3020,UPI,Paid
3021,COD,Paid
3022,UPI,Paid
3023,Debit Card,Paid
3024,Credit Card,Paid
3025,Wallet,Paid
3026,COD,Paid
3027,Credit Card,Paid
3028,Wallet,Paid
3029,COD,Paid
3030,COD,Paid
3031,Wallet,Paid
3032,UPI,Paid
3033,Wallet,Paid
3034,Wallet,Paid
3035,UPI,Paid
3036,Debit Card,Paid
3037,UPI,Paid
3038,Debit Card,Paid
3039,Debit Card,Paid
3040,COD,Paid
3041,COD,Paid
3042,COD,Paid
3043,Credit Card,Paid
3044,Credit Card,Paid
3045,Debit Card,Paid
3046,COD,Paid
3047,Credit Card,Paid
3048,Credit Card,Paid
3049,COD,Paid
3050,Debit Card,Paid
3051,Wallet,Paid
3052,UPI,Paid
3053,COD,Paid
3054,Wallet,Paid
3055,Credit Card,Paid
3056,Credit Card,Paid
3057,COD,Paid
3058,Credit Card,Paid
3059,COD,Paid
3060,Credit Card,Paid
3061,Wallet,Paid
3062,UPI,Paid
3063,UPI,Paid
3064,Wallet,Paid
3065,Credit Card,Paid
3066,Wallet,Paid
3067,Wallet,Paid
3068,Wallet,Paid
3069,Wallet,Paid
3070,COD,Paid
3071,UPI,Paid
3072,Wallet,Paid
3073,Credit Card,Paid
3074,Debit Card,Paid
3075,Wallet,Paid
3076,UPI,Paid
3077,Credit Card,Paid
3078,Debit Card,Paid
3079,Credit Card,Paid
3080,Debit Card,Paid
3081,UPI,Paid
3082,Credit Card,Paid
3083,COD,Paid
3084,Credit Card,Paid
3085,Debit Card,Paid
3086,UPI,Paid
3087,COD,Paid
3088,Wallet,Paid
3089,UPI,Paid
3090,UPI,Paid
3091,UPI,Paid
3092,Debit Card,Paid
3093,COD,Paid
3094,Credit Card,Paid
3095,UPI,Paid
3096,COD,Paid
3097,COD,Paid
3098,UPI,Paid
3099,UPI,Paid
3100,Debit Card,Paid
3101,Debit Card,Paid
3102,Credit Card,Paid
3103,UPI,Paid
3104,COD,Paid
3105,Credit Card,Paid
3106,Wallet,Paid
3107,Debit Card,Paid
3108,Wallet,Paid
3109,Debit Card,Paid
3110,Debit Card,Paid
3111,Credit Card,Paid
3112,Debit Card,Paid
3113,Debit Card,Paid
3114,Debit Card,Paid
3115,Debit Card,Paid
3116,Debit Card,Paid
3117,Wallet,Paid
3118,Debit Card,Paid
3119,Debit Card,Paid
3120,Wallet,Paid
3121,COD,Paid
3122,Debit Card,Paid
3123,COD,Paid
3124,Debit Card,Paid
3125,Wallet,Paid
3126,Debit Card,Paid
3127,Credit Card,Paid
3128,Debit Card,Paid
3129,Credit Card,Paid
3130,UPI,Paid
3131,Debit Card,Paid
3132,Wallet,Paid
3133,Credit Card,Paid
3134,Wallet,Paid
3135,COD,Paid
3136,Credit Card,Paid
3137,Credit Card,Paid
3138,Wallet,Paid
3139,Credit Card,Paid
3140,UPI,Paid
3141,Wallet,Paid
3142,Wallet,Paid
3143,Credit Card,Paid
3144,COD,Paid
3145,Debit Card,Paid
3146,Wallet,Paid
3147,UPI,Paid
3148,Credit Card,Paid
3149,Wallet,Paid
3150,Debit Card,Paid
3151,Credit Card,Paid
3152,Credit Card,Paid
3153,COD,Paid
3154,COD,Paid
3155,UPI,Paid
3156,COD,Paid
3157,UPI,Paid
3158,UPI,Paid
3159,UPI,Paid
3160,COD,Paid
3161,COD,Paid
3162,Credit Card,Paid
3163,Credit Card,Paid
3164,Debit Card,Paid
3165,Wallet,Paid
3166,Debit Card,Paid
3167,Wallet,Paid
3168,COD,Paid
3169,UPI,Paid
3170,COD,Paid
3171,Debit Card,Paid
3172,Debit Card,Paid
3173,COD,Paid
3174,Debit Card,Paid
3175,COD,Paid
3176,UPI,Paid
3177,Credit Card,Paid
3178,Debit Card,Paid
3179,Debit Card,Paid
3180,Wallet,Paid
3181,Credit Card,Paid
3182,UPI,Paid
3183,UPI,Paid
3184,UPI,Paid
3185,Credit Card,Paid
3186,COD,Paid
3187,Credit Card,Paid
3188,Wallet,Paid
3189,UPI,Paid
3190,COD,Paid
3191,Wallet,Paid
3192,COD,Paid
3193,Wallet,Paid
3194,Credit Card,Paid
3195,Debit Card,Paid
3196,Debit Card,Paid
3197,UPI,Paid
3198,COD,Paid
3199,Debit Card,Paid
3200,UPI,Paid
3201,UPI,Paid
3202,Credit Card,Paid
3203,UPI,Paid
3204,Wallet,Paid
3205,Wallet,Paid
3206,Credit Card,Paid
3207,Credit Card,Paid
3208,Credit Card,Paid
3209,Credit Card,Paid
3210,Wallet,Paid
3211,Debit Card,Paid
3212,Debit Card,Paid
3213,Debit Card,Paid
3214,Wallet,Paid
3215,Debit Card,Paid
3216,Debit Card,Paid
3217,Wallet,Paid
3218,Debit Card,Paid
3219,COD,Paid
3220,UPI,Paid
3221,Credit Card,Paid
3222,Debit Card,Paid
3223,COD,Paid
3224,Credit Card,Paid
3225,Debit Card,Paid
3226,UPI,Paid
3227,Credit Card,Paid
3228,Credit Card,Paid
3229,Wallet,Paid
3230,Debit Card,Paid
3231,Wallet,Paid
3232,Debit Card,Paid
3233,Debit Card,Paid
3234,Credit Card,Paid
3235,Credit Card,Paid
3236,Credit Card,Paid
3237,Debit Card,Paid
3238,UPI,Paid
3239,Wallet,Paid
3240,Debit Card,Paid
3241,UPI,Paid
3242,Debit Card,Paid
3243,Debit Card,Paid
3244,Wallet,Paid
3245,Wallet,Paid
3246,Credit Card,Paid
3247,Credit Card,Paid
3248,UPI,Paid
3249,Credit Card,Paid
3250,Credit Card,Paid
3251,UPI,Paid
3252,COD,Paid
3253,Debit Card,Paid
3254,Debit Card,Paid
3255,Credit Card,Paid
3256,UPI,Paid
3257,Wallet,Paid
3258,UPI,Paid
3259,Credit Card,Paid
3260,COD,Paid
3261,COD,Paid
3262,Wallet,Paid
3263,Debit Card,Paid
3264,COD,Paid
3265,UPI,Paid
3266,Wallet,Paid
3267,Debit Card,Paid
3268,Credit Card,Paid
3269,UPI,Paid
3270,Wallet,Paid
3271,COD,Paid
3272,UPI,Paid
3273,Credit Card,Paid
3274,Wallet,Paid
3275,Debit Card,Paid
3276,Credit Card,Paid
3277,Wallet,Paid
3278,Debit Card,Paid
3279,COD,Paid
3280,Credit Card,Paid
3281,Debit Card,Paid
3282,Debit Card,Paid
3283,Debit Card,Paid
3284,Credit Card,Paid
3285,Debit Card,Paid
3286,COD,Paid
3287,Credit Card,Paid
3288,Credit Card,Paid
3289,Credit Card,Paid
3290,UPI,Paid
3291,Wallet,Paid
3292,Credit Card,Paid
3293,COD,Paid
3294,Debit Card,Paid
3295,COD,Paid
3296,Debit Card,Paid
3297,Debit Card,Paid
3298,Credit Card,Paid
3299,Wallet,Paid
3300,UPI,Paid
3301,UPI,Paid
3302,Wallet,Paid
3303,COD,Paid
3304,UPI,Paid
3305,UPI,Paid
3306,UPI,Paid
3307,Wallet,Paid
3308,Debit Card,Paid
3309,Debit Card,Paid
3310,Credit Card,Paid
3311,Credit Card,Paid
3312,Credit Card,Paid
3313,Credit Card,Paid
3314,UPI,Paid
3315,Wallet,Paid
3316,Wallet,Paid
3317,Wallet,Paid
3318,COD,Paid
3319,Credit Card,Paid
3320,Credit Card,Paid
3321,Credit Card,Paid
3322,Debit Card,Paid
3323,Credit Card,Paid
3324,Credit Card,Paid
3325,COD,Paid
3326,COD,Paid
3327,Credit Card,Paid
3328,COD,Paid
3329,UPI,Paid
3330,UPI,Paid
3331,UPI,Paid
3332,Credit Card,Paid
3333,Wallet,Paid
3334,Wallet,Paid
3335,UPI,Paid
3336,UPI,Paid
3337,Wallet,Paid
3338,UPI,Paid
3339,COD,Paid
3340,Debit Card,Paid
3341,Debit Card,Paid
3342,UPI,Paid
3343,COD,Paid
3344,Debit Card,Paid
3345,Credit Card,Paid
3346,Wallet,Paid
3347,Debit Card,Paid
3348,COD,Paid
3349,UPI,Paid
3350,UPI,Paid
3351,COD,Paid
3352,UPI,Paid
3353,UPI,Paid
3354,COD,Paid
3355,Wallet,Paid
3356,Wallet,Paid
3357,UPI,Paid
3358,Credit Card,Paid
3359,COD,Paid
3360,Wallet,Paid
3361,Debit Card,Paid
3362,Wallet,Paid
3363,Debit Card,Paid
3364,UPI,Paid
3365,UPI,Paid
3366,UPI,Paid
3367,COD,Paid
3368,Debit Card,Paid
3369,Wallet,Paid
3370,Wallet,Paid
3371,Wallet,Paid
3372,UPI,Paid
3373,UPI,Paid
3374,Debit Card,Paid
3375,Debit Card,Paid
3376,UPI,Paid
3377,Debit Card,Paid
3378,COD,Paid
3379,UPI,Paid
3380,Debit Card,Paid
3381,COD,Paid
3382,Debit Card,Paid
3383,UPI,Paid
3384,UPI,Paid
3385,Credit Card,Paid
3386,Credit Card,Paid
3387,UPI,Paid
3388,COD,Paid
3389,Wallet,Paid
3390,Debit Card,Paid
3391,Debit Card,Paid
3392,Debit Card,Paid
3393,COD,Paid
3394,Debit Card,Paid
3395,UPI,Paid
3396,COD,Paid
3397,Credit Card,Paid
3398,COD,Paid
3399,Wallet,Paid
3400,Wallet,Paid
3401,Wallet,Paid
3402,Wallet,Paid
3403,UPI,Paid
3404,UPI,Paid
3405,Credit Card,Paid
3406,COD,Paid
3407,Wallet,Paid
3408,Debit Card,Paid
3409,COD,Paid
3410,COD,Paid
3411,UPI,Paid
3412,Debit Card,Paid
3413,COD,Paid
3414,UPI,Paid
3415,Credit Card,Paid
3416,COD,Paid
3417,Wallet,Paid
3418,Wallet,Paid
3419,UPI,Paid
3420,UPI,Paid
3421,Debit Card,Paid
3422,Wallet,Paid
3423,Debit Card,Paid
3424,Credit Card,Paid
3425,UPI,Paid
3426,Debit Card,Paid
3427,UPI,Paid
3428,UPI,Paid
3429,Credit Card,Paid
3430,Credit Card,Paid
3431,COD,Paid
3432,Wallet,Paid
3433,UPI,Paid
3434,Wallet,Paid
3435,COD,Paid
3436,Debit Card,Paid
3437,UPI,Paid
3438,COD,Paid
3439,Wallet,Paid
3440,Credit Card,Paid
3441,Debit Card,Paid
3442,UPI,Paid
3443,UPI,Paid
3444,UPI,Paid
3445,Credit Card,Paid
3446,Wallet,Paid
3447,Credit Card,Paid
3448,Wallet,Paid
3449,Credit Card,Paid
3450,Wallet,Paid
3451,Debit Card,Paid
3452,COD,Paid
3453,Debit Card,Paid
3454,Credit Card,Paid
3455,Credit Card,Paid
3456,Credit Card,Paid
3457,Debit Card,Paid
3458,COD,Paid
3459,COD,Paid
3460,COD,Paid
3461,Debit Card,Paid
3462,UPI,Paid
3463,Credit Card,Paid
3464,Credit Card,Paid
3465,Debit Card,Paid
3466,Wallet,Paid
3467,COD,Paid
3468,Debit Card,Paid
3469,Wallet,Paid
3470,Debit Card,Paid
3471,COD,Paid
3472,Credit Card,Paid
3473,COD,Paid
3474,Credit Card,Paid
3475,Wallet,Paid
3476,Credit Card,Paid
3477,COD,Paid
3478,UPI,Paid
3479,Wallet,Paid
3480,COD,Paid
3481,UPI,Paid
3482,Credit Card,Paid
3483,Credit Card,Paid
3484,UPI,Paid
3485,Credit Card,Paid
3486,UPI,Paid
3487,Credit Card,Paid
3488,Wallet,Paid
3489,Wallet,Paid
3490,UPI,Paid
3491,UPI,Paid
3492,UPI,Paid
3493,COD,Paid
3494,Credit Card,Paid
3495,COD,Paid
3496,UPI,Paid
3497,COD,Paid
3498,Wallet,Paid
3499,COD,Paid
3500,COD,Paid
3501,UPI,Paid
3502,UPI,Paid
3503,UPI,Paid
3504,Wallet,Paid
3505,Credit Card,Paid
3506,Debit Card,Paid
3507,Credit Card,Paid
3508,COD,Paid
3509,Credit Card,Paid
3510,Credit Card,Paid
3511,COD,Paid
3512,Wallet,Paid
3513,UPI,Paid
3514,COD,Paid
3515,Credit Card,Paid
3516,Credit Card,Paid
3517,COD,Paid
3518,Debit Card,Paid
3519,UPI,Paid
3520,UPI,Paid
3521,Wallet,Paid
3522,Wallet,Paid
3523,COD,Paid
3524,Debit Card,Paid
3525,Credit Card,Paid
3526,COD,Paid
3527,UPI,Paid
3528,Credit Card,Paid
3529,Debit Card,Paid
3530,UPI,Paid
3531,Wallet,Paid
3532,Credit Card,Paid
3533,COD,Paid
3534,Credit Card,Paid
3535,Wallet,Paid
3536,COD,Paid
3537,UPI,Paid
3538,COD,Paid
3539,Credit Card,Paid
3540,COD,Paid
3541,Wallet,Paid
3542,Wallet,Paid
3543,UPI,Paid
3544,Credit Card,Paid
3545,Credit Card,Paid
3546,UPI,Paid
3547,Debit Card,Paid
3548,UPI,Paid
3549,Credit Card,Paid
3550,UPI,Paid
3551,Wallet,Paid
3552,COD,Paid
3553,Wallet,Paid
3554,Wallet,Paid
3555,Wallet,Paid
3556,COD,Paid
3557,UPI,Paid
3558,Credit Card,Paid
3559,Credit Card,Paid
3560,UPI,Paid
3561,Debit Card,Paid
3562,Credit Card,Paid
3563,COD,Paid
3564,Credit Card,Paid
3565,UPI,Paid
3566,Wallet,Paid
3567,Credit Card,Paid
3568,UPI,Paid
3569,Debit Card,Paid
3570,Debit Card,Paid
3571,UPI,Paid
3572,Credit Card,Paid
3573,UPI,Paid
3574,Credit Card,Paid
3575,Debit Card,Paid
3576,Wallet,Paid
3577,Credit Card,Paid
3578,Wallet,Paid
3579,COD,Paid
3580,Wallet,Paid
3581,Debit Card,Paid
3582,UPI,Paid
3583,UPI,Paid
3584,COD,Paid
3585,Debit Card,Paid
3586,COD,Paid
3587,Debit Card,Paid
3588,Debit Card,Paid
3589,Debit Card,Paid
3590,Wallet,Paid
3591,COD,Paid
3592,Credit Card,Paid
3593,Wallet,Paid
3594,COD,Paid
3595,UPI,Paid
3596,UPI,Paid
3597,Debit Card,Paid
3598,UPI,Paid
3599,Wallet,Paid
3600,UPI,Paid
3601,Credit Card,Paid
3602,Wallet,Paid
3603,Debit Card,Paid
3604,COD,Paid
3605,COD,Paid
3606,UPI,Paid
3607,Wallet,Paid
3608,Debit Card,Paid
3609,UPI,Paid
3610,Debit Card,Paid
3611,Credit Card,Paid
3612,COD,Paid
3613,COD,Paid
3614,Wallet,Paid
3615,Credit Card,Paid
3616,UPI,Paid
3617,Credit Card,Paid
3618,UPI,Paid
3619,Wallet,Paid
3620,Wallet,Paid
3621,Debit Card,Paid
3622,Credit Card,Paid
3623,COD,Paid
3624,Debit Card,Paid
3625,COD,Paid
3626,UPI,Paid
3627,UPI,Paid
3628,COD,Paid
3629,Credit Card,Paid
3630,Debit Card,Paid
3631,Debit Card,Paid
3632,UPI,Paid
3633,Wallet,Paid
3634,UPI,Paid
3635,COD,Paid
3636,Credit Card,Paid
3637,UPI,Paid
3638,UPI,Paid
3639,Credit Card,Paid
3640,Credit Card,Paid
