customer_id,last_purchase,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,segment
849,2026-07-06,4,74235.92,30,5,3,2,10,Loyal Customers
850,2026-02-03,8,127823.35,183,2,5,4,11,Loyal Customers
851,2026-06-30,6,114475.86,36,4,4,4,12,Loyal Customers
852,2025-12-16,4,95863.08,232,1,3,3,7,At Risk
853,2025-08-30,5,88609.09,340,1,3,3,7,At Risk
854,2026-04-20,5,103762.51,107,3,3,4,10,Loyal Customers
855,2026-03-22,8,70739.12,136,2,5,2,9,Potential Loyalists
856,2025-06-22,4,65362.799999999996,409,1,3,2,6,At Risk
857,2026-07-29,5,35425.2,7,5,3,1,9,Potential Loyalists
858,2026-02-14,9,175962.29,172,2,5,5,12,Loyal Customers
859,2025-11-21,3,30101.43,257,1,2,1,4,Lost Customers
860,2026-05-27,8,164964.26,70,4,5,5,14,Champions
861,2026-03-13,4,95937.66,145,2,3,3,8,Potential Loyalists
862,2026-02-04,5,62147.39,182,2,3,2,7,At Risk
863,2026-03-22,3,52338.42,136,2,2,2,6,At Risk
864,2026-06-15,3,74425.91,51,4,2,2,8,Potential Loyalists
865,2026-02-25,5,85982.64,161,2,3,3,8,Potential Loyalists
866,2026-06-30,4,110355.06,36,4,3,4,11,Loyal Customers
867,2025-11-08,3,91941.75,270,1,2,3,6,At Risk
868,2026-05-09,6,105397.59,88,3,4,4,11,Loyal Customers
869,2026-06-26,4,53943.92,40,4,3,2,9,Potential Loyalists
870,2026-01-17,4,63619.55,200,2,3,2,7,At Risk
871,2025-09-28,5,113409.42,311,1,3,4,8,Potential Loyalists
872,2026-06-22,9,178118.55,44,4,5,5,14,Champions
873,2025-12-31,4,80700.66,217,2,3,3,8,Potential Loyalists
874,2026-05-25,8,185013.5,72,4,5,5,14,Champions
875,2025-11-15,4,82677.57,263,1,3,3,7,At Risk
876,2026-05-15,6,65146.630000000005,82,3,4,2,9,Potential Loyalists
877,2026-07-24,7,128317.08,12,5,5,4,14,Champions
878,2026-07-26,8,134495.45,10,5,5,4,14,Champions
879,2026-05-25,3,18603.32,72,4,2,1,7,At Risk
880,2025-09-24,3,66684.45999999999,315,1,2,2,5,Lost Customers
881,2026-05-08,8,114487.37,89,3,5,4,12,Loyal Customers
882,2026-05-24,4,110944.17,73,4,3,4,11,Loyal Customers
883,2025-07-20,7,169009.53,381,1,5,5,11,Loyal Customers
884,2026-04-04,3,77053.86,123,3,2,3,8,Potential Loyalists
885,2026-07-30,5,116316.07,6,5,3,4,12,Loyal Customers
886,2025-12-26,2,22929.13,222,2,1,1,4,Lost Customers
887,2025-12-13,2,27543.44,235,1,1,1,3,Lost Customers
888,2026-07-26,8,185628.34,10,5,5,5,15,Champions
889,2025-12-24,5,92291.26000000001,224,2,3,3,8,Potential Loyalists
890,2026-06-04,7,123163.72,62,4,5,4,13,Champions
891,2025-06-15,7,95791.51000000001,416,1,5,3,9,Potential Loyalists
892,2026-07-17,5,98703.76,19,5,3,3,11,Loyal Customers
893,2026-05-30,5,92398.34,67,4,3,3,10,Loyal Customers
894,2025-10-14,5,136043.14,295,1,3,5,9,Potential Loyalists
895,2026-05-19,6,117561.23999999999,78,3,4,4,11,Loyal Customers
896,2026-03-17,5,102797.16,141,2,3,4,9,Potential Loyalists
897,2026-05-10,4,26315.83,87,3,3,1,7,At Risk
898,2025-11-06,4,98668.09999999999,272,1,3,3,7,At Risk
899,2025-08-11,3,30901.289999999997,359,1,2,1,4,Lost Customers
900,2025-04-10,3,43219.979999999996,482,1,2,1,4,Lost Customers
901,2026-07-10,2,15414.74,26,5,1,1,7,At Risk
902,2026-01-24,8,136151.04,193,2,5,5,12,Loyal Customers
903,2026-04-15,4,64017.87,112,3,3,2,8,Potential Loyalists
904,2026-08-04,6,80542.12,1,5,4,3,12,Loyal Customers
905,2026-04-02,8,186781.87,125,3,5,5,13,Champions
906,2026-05-27,4,67577.12,70,4,3,2,9,Potential Loyalists
907,2025-09-11,3,67996.56,328,1,2,2,5,Lost Customers
908,2026-02-04,3,52999.85,182,2,2,2,6,At Risk
909,2025-11-28,5,93337.69,250,1,3,3,7,At Risk
910,2026-02-08,2,40463.69,178,2,1,1,4,Lost Customers
911,2026-04-20,11,238612.59,107,3,5,5,13,Champions
912,2026-05-16,5,86510.01000000001,81,3,3,3,9,Potential Loyalists
913,2026-06-30,4,65056.36,36,4,3,2,9,Potential Loyalists
914,2026-02-11,3,94273.2,175,2,2,3,7,At Risk
915,2026-06-11,7,177956.11000000002,55,4,5,5,14,Champions
916,2026-07-10,7,146526.65,26,5,5,5,15,Champions
917,2025-12-30,3,77515.62,218,2,2,3,7,At Risk
918,2026-04-04,1,11906.580000000002,123,3,1,1,5,Lost Customers
919,2026-04-11,12,195165.81,116,3,5,5,13,Champions
920,2026-07-21,5,62948.04,15,5,3,2,10,Loyal Customers
921,2026-07-27,7,91183.47,9,5,5,3,13,Champions
922,2026-07-21,6,122118.31,15,5,4,4,13,Champions
923,2024-12-15,3,32465.790000000005,598,1,2,1,4,Lost Customers
924,2025-08-06,3,27063.75,364,1,2,1,4,Lost Customers
925,2026-07-18,4,86985.39,18,5,3,3,11,Loyal Customers
926,2026-07-24,4,144556.56,12,5,3,5,13,Champions
927,2026-04-27,5,113664.11,100,3,3,4,10,Loyal Customers
928,2024-10-24,1,30513.289999999997,650,1,1,1,3,Lost Customers
929,2025-07-16,5,109491.8,385,1,3,4,8,Potential Loyalists
930,2026-06-24,6,78560.5,42,4,4,3,11,Loyal Customers
931,2026-07-01,3,103369.98000000001,35,4,2,4,10,Loyal Customers
932,2025-08-25,2,58230.700000000004,345,1,1,2,4,Lost Customers
933,2026-03-13,7,128341.28,145,2,5,4,11,Loyal Customers
934,2026-06-26,7,212531.88999999998,40,4,5,5,14,Champions
935,2025-08-11,3,32816.99,359,1,2,1,4,Lost Customers
936,2025-03-12,3,93245.37,511,1,2,3,6,At Risk
937,2026-07-29,6,84204.2,7,5,4,3,12,Loyal Customers
938,2026-07-07,4,50403.229999999996,29,5,3,2,10,Loyal Customers
939,2026-03-18,6,70583.66,140,2,4,2,8,Potential Loyalists
940,2026-05-23,3,63820.520000000004,74,4,2,2,8,Potential Loyalists
941,2026-04-25,3,63953.69,102,3,2,2,7,At Risk
942,2026-03-04,2,16402.83,154,2,1,1,4,Lost Customers
943,2026-05-29,6,116788.15,68,4,4,4,12,Loyal Customers
944,2025-07-05,2,63957.72,396,1,1,2,4,Lost Customers
945,2026-07-25,7,195775.41999999998,11,5,5,5,15,Champions
946,2026-06-13,3,52077.92,53,4,2,2,8,Potential Loyalists
947,2026-02-03,6,80689.33,183,2,4,3,9,Potential Loyalists
948,2026-01-30,2,35898.53,187,2,1,1,4,Lost Customers
949,2025-12-08,5,94085.58,240,1,3,3,7,At Risk
950,2025-12-01,4,121741.9,247,1,3,4,8,Potential Loyalists
951,2026-06-20,7,107489.18,46,4,5,4,13,Champions
952,2025-08-06,3,58514.979999999996,364,1,2,2,5,Lost Customers
953,2025-11-10,3,38271.53,268,1,2,1,4,Lost Customers
954,2026-06-13,7,92118.1,53,4,5,3,12,Loyal Customers
955,2026-05-30,5,91109.19,67,4,3,3,10,Loyal Customers
956,2026-05-16,3,69726.0,81,3,2,2,7,At Risk
957,2026-06-20,6,108307.78,46,4,4,4,12,Loyal Customers
958,2026-04-18,5,132874.79,109,3,4,4,11,Loyal Customers
959,2026-01-25,5,139892.43,192,2,4,5,11,Loyal Customers
960,2026-05-06,5,95344.2,91,3,4,3,10,Loyal Customers
961,2026-07-27,2,52265.130000000005,9,5,1,2,8,Potential Loyalists
962,2025-10-19,6,73530.35,290,1,4,2,7,At Risk
963,2026-08-01,5,64620.25,4,5,4,2,11,Loyal Customers
964,2026-01-17,2,59564.46,200,2,1,2,5,Lost Customers
965,2025-01-08,2,28371.58,574,1,1,1,3,Lost Customers
966,2026-05-13,8,143008.09,84,3,5,5,13,Champions
967,2025-07-08,2,12268.69,393,1,1,1,3,Lost Customers
968,2026-06-23,6,85457.59,43,4,4,3,11,Loyal Customers
969,2026-06-01,5,81149.1,65,4,4,3,11,Loyal Customers
970,2025-10-12,4,49312.71,297,1,3,2,6,At Risk
971,2026-06-06,4,120255.07,60,4,3,4,11,Loyal Customers
972,2026-06-20,3,84453.66,46,4,2,3,9,Potential Loyalists
973,2025-01-28,1,29503.390000000003,554,1,1,1,3,Lost Customers
974,2026-07-11,7,139599.81,25,5,5,5,15,Champions
975,2026-02-12,7,122083.72,174,2,5,4,11,Loyal Customers
976,2026-06-16,4,98575.53,50,4,3,3,10,Loyal Customers
977,2026-01-13,2,45027.54,204,2,1,1,4,Lost Customers
978,2026-07-11,5,105291.64,25,5,4,4,13,Champions
979,2026-06-06,6,151045.63999999998,60,4,4,5,13,Champions
980,2026-06-29,7,101576.58,37,4,5,4,13,Champions
981,2025-10-27,4,34067.86,282,1,3,1,5,Lost Customers
982,2026-06-18,5,64530.57,48,4,4,2,10,Loyal Customers
983,2026-05-15,7,196633.56,82,3,5,5,13,Champions
984,2026-07-05,5,55431.73,31,5,4,2,11,Loyal Customers
985,2026-06-11,5,53934.98,55,4,4,2,10,Loyal Customers
986,2026-01-04,4,85402.31999999999,213,2,3,3,8,Potential Loyalists
987,2026-07-28,4,78634.61,8,5,3,3,11,Loyal Customers
988,2026-05-19,8,175993.32,78,3,5,5,13,Champions
989,2026-04-01,2,40406.92,126,3,1,1,5,Lost Customers
990,2025-06-05,1,25515.55,426,1,1,1,3,Lost Customers
991,2026-03-17,4,84734.16,141,2,3,3,8,Potential Loyalists
992,2026-06-23,4,45528.12,43,4,3,1,8,Potential Loyalists
993,2025-12-01,10,154719.24,247,1,5,5,11,Loyal Customers
994,2026-02-23,8,141017.41,163,2,5,5,12,Loyal Customers
995,2026-07-16,2,26975.83,20,5,1,1,7,At Risk
996,2026-07-08,7,83609.07,28,5,5,3,13,Champions
997,2026-06-26,9,174862.95,40,4,5,5,14,Champions
998,2026-03-23,6,152550.47,135,2,4,5,11,Loyal Customers
999,2026-08-02,5,82953.78,3,5,4,3,12,Loyal Customers
1000,2026-05-30,7,119552.36,67,4,5,4,13,Champions
